Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,cont_1223_bf
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,20.0,0,0,100,100,100,100,1.136636,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,41.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,1.136636,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,56.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.136636,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.136636,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.136636,0,0.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.128464,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,1.128464,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.128464,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,5.0,100,0,0,0,0,0,1.128464,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.128464,0,0.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.128464,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.128464,100,100.0
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,57.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.128464,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,23.0,0,0,100,100,100,100,1.128464,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.128464,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.128464,100,100.0
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,49.0,0,0,0,0,0,100,1.128464,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.128464,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,56.0,0,0,0,0,0,100,1.139543,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,30.0,0,0,0,0,0,100,1.139543,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.139543,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,41.0,0,0,0,0,0,100,1.139543,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,1.139543,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.139543,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,1.0,100,0,0,0,0,0,1.139543,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.139543,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,40.0,0,0,0,0,0,100,1.139543,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.139543,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.139543,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,45.0,0,0,0,0,0,100,1.13784,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.13784,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,25.0,0,0,0,0,0,100,1.13784,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,1.13784,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.13784,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.13784,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.13784,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.13784,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,1.13784,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,1.13784,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,1.13784,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.13784,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.151494,100,100.0
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.151494,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.151494,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.151494,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,27.0,0,0,0,0,0,100,1.151494,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.151494,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,1.151494,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.151494,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,3.0,100,0,0,0,0,0,1.151494,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,14.0,0,0,100,100,100,100,1.151494,100,100.0
Total,2000,Rural,Plain,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,1.151494,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,1.151494,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,1.151494,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,1.151494,100,100.0
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,56.0,0,0,0,0,0,100,1.151494,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,44.0,0,0,0,0,0,100,1.166198,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.166198,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,1.166198,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,1.166198,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,1.166198,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,1.166198,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.166198,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.166198,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,1.166198,0,0.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,1.14112,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.14112,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,21.0,0,0,100,100,100,100,1.14112,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.14112,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,25.0,0,0,0,0,0,100,1.130301,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.130301,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.130301,100,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,1.130301,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.130301,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,1.130301,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.130301,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,58.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,46.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,50.0,0,0,0,0,0,100,1.130301,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,1.130301,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.157442,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,11.0,0,0,100,0,100,100,1.157442,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,25.0,0,0,0,0,0,100,1.157442,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,23.0,0,0,100,100,100,100,1.157442,0,0.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.157442,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,9.0,0,0,100,0,100,100,1.157442,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.157442,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.157442,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.157442,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,59.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,1.136636,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,10.0,0,0,100,0,100,100,1.136636,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.136636,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.136636,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,35.0,0,0,0,0,0,100,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.136636,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.136636,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,35.0,0,0,0,0,0,100,1.143552,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,1.143552,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,1.143552,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.143552,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.143552,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,56.0,0,0,0,0,0,100,1.143552,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.143552,0,0.0
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.143552,100,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,1.143552,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.143552,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,1.143552,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.143552,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,1.143552,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,1.131522,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,19.0,0,0,100,100,100,100,1.131522,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,27.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.131522,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,1.131522,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,1.131522,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,1.131522,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,1.131522,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.144297,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,1.144297,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.144297,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,24.0,0,0,0,0,0,100,1.144297,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.144297,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.144297,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,1.144297,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.144297,100,100.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,1.144297,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,22.0,0,0,100,100,100,100,1.144297,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,4.0,100,0,0,0,0,0,1.144297,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.144297,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.144297,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.144297,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,20.0,0,0,100,100,100,100,1.144297,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,1.144297,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,35.0,0,0,0,0,0,100,1.144297,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.154888,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,1.154888,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.154888,100,
